id,NameEn,NameKr,GenKr,GenName
5797,Spasmolyt,스파스몰리트당의정,트로스퓸염화물,trospium
5798,Spazol,스파졸캡슐,이트라코나졸,itraconazole
5799,Spatam,스파탐주,아세틸시스테인,acetylcysteine
5800,Spantek,스판텍설하정,플로로글루시놀수화물,phloroglucinol
5801,Spexa Tablet,스펙사정밀리그램,게피티니브,gefitinib
5802,Sponazol Tablet,스포나졸정,이트라코나졸고체분산체,itraconazole solid dispersion
5803,Sponex Tablet,스포넥스정밀리그램,이트라코나졸,itraconazole
5804,Spodizol Tablet,스포디졸정밀리그램,이트라코나졸,itraconazole
5805,Sporanox Solution,스포라녹스액,이트라코나졸,itraconazole
5806,Sporazol Tablet,스포라졸정,이트라코나졸고체분산체,itraconazole solid dispersion
5807,Sporazin Tablet,스포라진정,이트라코나졸고체분산체,itraconazole solid dispersion
5808,Spoconazol Capsule,스포코나졸캡슐,이트라코나졸,itraconazole
5809,Spocora Tablet,스포코라정,이트라코나졸고체분산체,itraconazole solid dispersion
5810,Spocozol Capsule,스포코졸캡슐밀리그램,이트라코나졸펠렛,itraconazole pellets
5811,Spolon Tablet,스폴론정,메틸프레드니솔론,methylprednisolone
5812,Sprycel Tablet,스프라이셀정밀리그램,다사티닙,dasatinib
5813,Spidase Tablet,스피다제정,스트렙토키나제 · 스트렙토도르나제,streptokinase · streptodornase
5814,Spirozyde Tablet,스피로자이드정,스피로노락톤,spironolactone
5815,Spiriva Respimat,스피리바레스피맷,티오트로퓸브롬화물수화물,tiotropium bromide hydrate
5816,Spitin Tablet,스피틴정밀리그램,아토르바스타틴칼슘삼수화물,atorvastatin calcium trihydrate
5817,Slender SR Extended-Release Capsule,슬랜더에스알서방캡슐,염산벤라팍신펠렛,venlafaxine pellets
5818,Slencon Tablet,슬렌콘정,클로르페네신카르바메이트,chlorphenesin carbamate
5819,Slinaito Mini Extended-Release Tablet,슬리나이토미니서방정밀리그램,멜라토닌(미분화),melatonin (micronized)
5820,Slicetin Capsule,슬리세틴캡슐,플루옥세틴염산염,fluoxetine
5821,Slicetin Capsule,슬리세틴캡슐밀리그램,플루옥세틴염산염,fluoxetine
5822,Slinda Tablet,슬린다정밀리그램,드로스피레논,drospirenone
5823,Siglip Duo Tablet,시글립듀오정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5824,Sinalong Tablet,시나롱정밀리그램,실니디핀,cilnidipine
5825,Sinabiem Tablet,시나비엠정밀리그램,시나칼세트염산염,cinacalcet
5826,Sinacet Tablet,시나세트정,시나칼세트염산염,cinacalcet
5827,Sinacal Tablet,시나칼정,시나칼세트염산염,cinacalcet
5828,Sinapara Tablet,시나파라정,시나칼세트염산염,cinacalcet
5829,Synerjet Semi Tablet,시너젯세미정,트라마돌염산염,tramadol
5830,Sinemet Tablet,시네메트정,레보도파,levodopa
5831,Sinect Tablet,시넥트정밀리그램,발사르탄,valsartan
5832,Sinubiem Tablet,시누비엠정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5833,Sinubi Tablet,시누비정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5834,Sidapvia Tablet,시다프비아정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
5835,Sidaflo Tablet,시다플로정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
5836,Sidapflo Tablet,시답플로정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
5837,Sidipo M Extended-Release Tablet,시디포엠서방정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5838,Sidipo M Tablet,시디포엠정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5839,Sidipo Tablet,시디포정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5840,Cidin A Tablet,시딘에이정,시메티딘,cimetidine
5841,Cilental Extended-Release Capsule,시렌탈서방캡슐밀리그램,실로스타졸,cilostazol
5842,Cilental Tablet,시렌탈정,실로스타졸,cilostazol
5843,Cilosta Extended-Release Capsule,시로스타서방캡슐밀리그램,실로스타졸,cilostazol
5844,Cilozingko Tablet,시로징코정,실로스타졸,cilostazol
5845,Sirius Tablet,시리우스정밀리그램,실데나필시트르산염,sildenafil citrate
5846,Sirica Capsule,시리카캡슐밀리그램,프레가발린,pregabalin
5847,Cimedine Tablet,시메딘정밀리그램,시메티딘,cimetidine
5848,Cimeridine Tablet,시메리딘정,시메티딘,cimetidine
5849,Cimerin Tablet,시메린정,시메티딘,cimetidine
5850,Simecopan Soft Capsule,시메코판연질캡슐,알베린시트르산염,alverine citrate
5851,Simetadin,시메타딘정,시메티딘,cimetidine
5852,Simeten,시메텐정,시메티딘,cimetidine
5853,Simetine,시메티네정,시메티딘,cimetidine
5854,Simetid,시메티드정,시메티딘,cimetidine
5855,Simetin,시메틴정,시메티딘,cimetidine
5856,Sibas,시바스정,심바스타틴,simvastatin
5857,Sibask,시바스크정,암로디핀니코틴산염,amlodipine nicotinate
5858,Sibix,시빅스정,메만틴염산염,memantine
5859,Sisetin,시세틴밀리그램캡슐,플루옥세틴염산염,fluoxetine
5860,Sisrapil,시스라필정,타다라필,tadalafil
5861,Siskea,시스케어정밀리그램,솔리페나신숙신산염,solifenacin succinate
5862,Sistadan,시스타단산,베타인무수물,betaine anhydrous
5863,Sianol,시아놀정밀리그램,타다라필,tadalafil
5864,Siarapil,시아라필구강용해필름밀리그램,타다라필,tadalafil
5865,Sialana,시알라나액,글리코피로니움브롬화물,glycopyrronium bromide
5866,Sialapil,시알라필정,타다라필,tadalafil
5867,Sialongi,시알롱기정,타다라필,tadalafil
5868,Sialis,시알리스정밀리그램,타다라필,tadalafil
5869,Sialtam,시알탐정밀리그램,타다라필,tadalafil
5870,Siamlopin,시암로핀정,암로디핀베실산염,amlodipine besilate
5871,Siamlopin,시암로핀정밀리그램,암로디핀베실산염,amlodipine besilate
5872,Siwonal,시워날서방정,탐스로신염산염,tamsulosin
5873,Siwonna,시원나정,록소프로펜나트륨수화물,loxoprofen hydrate
5874,Siitra,시이트라정밀리그램,이트라코나졸고체분산체,itraconazole solid dispersion
5875,Siitra,시이트라캡슐밀리그램,이트라코나졸펠렛,itraconazole pellets
5876,Sikyurin,시큐린정밀리그램,니세르골린,nicergoline
5877,Sikren,시크렌캡슐,세파클러수화물,cefaclor hydrate
5878,Sikeulleo MR,시클러MR서방정밀리그램,세파클러수화물,cefaclor hydrate
5879,Sikeulleo,시클러캡슐밀리그램,세파클러수화물,cefaclor hydrate
5880,Sitagrip,시타그립정밀리그램,시타글립틴인산염수화물,sitagliptin phosphate hydrate
5881,Sitaglen Duo,시타글렌듀오정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5882,Sitagl,시타글정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
5883,Sitaglu,시타글루정밀리그램,시타글립틴인산염수화물,sitagliptin phosphate hydrate
5884,Sitaglutin M,시타글루틴엠정밀리그램,메트포르민염산염,metformin
5885,Sitaglutin,시타글루틴정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5886,Sitagli Duo XR,시타글리듀오엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5887,Sitagli,시타글리정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5888,Sitaglin,시타글린정밀리그램,시타글립틴인산염,sitagliptin phosphate
5889,Sitaglip,시타글립정밀리그램,시타글립틴인산염,sitagliptin phosphate
5890,Sitaglmet,시타글메트정밀리그램,시타글립틴인산염,sitagliptin phosphate
5891,Sitaglmin Duo,시타글민듀오서방정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5892,Sitaglmin,시타글민정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5893,Sitagl M,시타글엠정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5894,Sitadown,시타다운정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5895,Sitawon,시타원정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
5896,Sita Dual XR,시타듀얼엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5897,Sita Dual,시타듀얼정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5898,Sitaren Duo,시타렌듀오정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5899,Sitaro M,시타로엠서방정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5900,Sitarutin Duo,시타루틴듀오서방정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
5901,Sitarutin Duo,시타루틴듀오정밀리그램,시타글립틴염산염수화물,sitagliptin
5902,Sitarutin,시타루틴정밀리그램,시타글립틴염산염수화물,sitagliptin
5903,Sitarin,시타린정,시타글립틴인산염수화물,sitagliptin
5904,Sitaliptin,시타립틴정밀리그램,시타글립틴인산염수화물,sitagliptin
5905,Sitamax,시타맥스정밀리그램,시타글립틴인산염,sitagliptin
5906,Sitameron,시타메론정밀리그램,시타글립틴인산염수화물,sitagliptin
5907,Sitamet XR,시타메트엑스알서방정밀리그램,메트포르민염산염,metformin
5908,Sitamepo,시타메포정밀리그램,시타글립틴염산염수화물,sitagliptin
5909,Sitamono,시타모노정밀리그램,시타글립틴염산염수화물,sitagliptin
5910,Sitamin,시타민정밀리그램,시타글립틴인산염,sitagliptin
5911,Sitava M,시타바엠정밀리그램,시타글립틴염산염수화물,sitagliptin
5912,Sitavis M,시타비스엠정밀리그램,시타글립틴인산염수화물,sitagliptin
5913,Sitavis,시타비스정밀리그램,시타글립틴인산염수화물,sitagliptin
5914,Sitavia,시타비아정밀리그램,시타글립틴인산염,sitagliptin
5915,Sitaviang Duo XR,시타비앙듀오엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
5916,Sitaviang Duo,시타비앙듀오정밀리그램,시타글립틴염산염수화물,sitagliptin
5917,Sitasingle,시타싱글정밀리그램,시타글립틴염산염수화물,sitagliptin
5918,Sita X,시타엑스정밀리그램,시타글립틴염산염수화물,sitagliptin
5919,Sita L Met XR,시타엘메트엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
5920,Sita M Dapa,시타엠다파정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin
5921,Sita M,시타엠정밀리그램,시타글립틴인산염수화물,sitagliptin
5922,Sita One Plus XR,시타원플러스엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
5923,Sita One Plus,시타원플러스정밀리그램,시타글립틴염산염수화물,sitagliptin
5924,Sita Uni Duo,시타유니듀오정밀리그램,시타글립틴염산염수화물,sitagliptin
5925,Sita Uni,시타유니정밀리그램,시타글립틴염산염수화물,sitagliptin
5926,Sitazol,시타졸서방캡슐,실로스타졸,cilostazol
5927,Sitakan Met,시타칸메트정밀리그램,시타글립틴염산염수화물,sitagliptin
5928,Sitacombi,시타콤비정밀리그램,시타글립틴염산염수화물,sitagliptin
5929,SitatiDuo XR,시타티딘듀오엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
5930,SitatiDuo,시타티딘듀오정밀리그램,시타글립틴염산염수화물,sitagliptin
5931,Sitati,시타티딘정밀리그램,시타글립틴염산염수화물,sitagliptin
5932,Sitatin Alpha,시타틴알파정밀리그램,시타글립틴염산염수화물,sitagliptin
5933,Sitatin,시타틴정,시타글립틴인산염수화물,sitagliptin
5934,Sitapage,시타파지정밀리그램,시타글립틴인산염,sitagliptin
5935,Sitapogli,시타포글리정밀리그램,시타글립틴염산염수화물,sitagliptin
5936,Sitapomin Alpha,시타포민알파정,시타글립틴염산염수화물,sitagliptin
5937,Sitapomin XR,시타포민엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
5938,Sitapomin,시타포민정,시타글립틴인산염수화물,sitagliptin
5939,Sitapolmin XR,시타폴민엑스알서방정밀리그램,메트포르민염산염,metformin
5940,Sitapolmin,시타폴민정밀리그램,시타글립틴인산염수화물,sitagliptin
5941,Sitapol M XR,시타폴엠엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
5942,Topram,토프람정,에스시탈로프람옥살산염,escitalopram
5943,Olzapex,올자펙스정밀리그램,올란자핀,olanzapine
5944,Olzapin,올자핀정밀리그램,올란자핀,olanzapine
5945,Olcotan,올코탄정밀리그램,올메사탄메독소밀,olmesartan
5946,Olcotan Plus,올코탄플러스정밀리그램,올메사탄메독소밀,olmesartan
5947,Oltadin,올타딘점안액,올로파타딘염산염,olopatadine
5948,Oltadin,올타딘점안액올타딘점안액,올로파타딘염산염,olopatadine
5949,Oltamax,올타맥스정밀리그램,올메사탄메독소밀,olmesartan
5950,Oltandipin,올탄디핀정밀리그램,올메사탄메독소밀,olmesartan
5951,Oltan Tab mg,올탄정밀리그램,올메사탄메독소밀,olmesartan medoxomil
5952,Oltan Plus Tab mg,올탄플러스정밀리그램,올메사탄메독소밀,olmesartan medoxomil
5953,Oltenol Tab,올테놀정,아테놀롤,atenolol
5954,Oltec Plus Tab,올텍플러스정,올메사탄메독소밀,olmesartan medoxomil
5955,Olten Plus Tab mg,올텐플러스정밀리그램,올메사르탄메독소밀,olmesartan medoxomil
5956,Oltril Tab mg,올트릴정밀리그램,발프로산나트륨,valproate
5957,Oltin Tab mg,올틴정밀리그램,올메사탄메독소밀,olmesartan medoxomil
5958,Olparday Eye Drops,올파데이점안액,올로파타딘염산염,olopatadine
5959,Olparodin Tab,올파로딘정,올로파타딘염산염,olopatadine
5960,Olfenacin Tab mg,올페나신정밀리그램,솔리페나신숙신산염,solifenacin succinate
5961,Olfephedrine Tab mg,올페드린정밀리그램,오르페나드린염산염,orphenadrine
5962,Olpain Cap,올페인캡슐,네포팜염산염,nefopam
5963,Olfre Tab mg,올프레정밀리그램,올메사탄메독소밀,olmesartan medoxomil
5964,Olpro Tab mg,올프로정밀리그램,올메사르탄메독소밀,olmesartan medoxomil
5965,Olfit Tab mg,올피트정밀리그램,아토르바스타틴칼슘삼수화물,atorvastatin calcium
5966,Olfin Tab,올핀정,아토르바스타틴칼슘,atorvastatin calcium
5967,Omnidex Inj,옴니덱스주,덱스메데토미딘염산염,dexmedetomidine
5968,Omnipenem Inj gram,옴니페넴주그램,메로페넴수화물,meropenem
5969,Omnihexol Inj,옴니헥솔주,이오헥솔,iohexol
5970,Obsinbi Tab mg,옵신비정밀리그램,마시텐탄(미분화),macitentan
5971,Obsilta SR Cap mg,옵실타서방캡슐밀리그램,실로스타졸,cilostazol
5972,Optinate Tab mg,옵티네이트정밀리그램,리세드론산나트륨,risedronate
5973,Optiray Inj,옵티레이주사,이오버솔,ioversol
5974,Optiray Ultrajec Inj,옵티레이울트라젝트주사,이오버솔,ioversol
5975,Optir Cap,옵티르캡슐,세프디니르,cefdinir
5976,Optimy Eye Drops,옵티마이점안액,토브라마이신,tobramycin
5977,Optizaltan Eye Drops,옵티잘탄점안액,라타노프로스트,latanoprost
5978,Opticosol Sol,옵티코솔액,염화나트륨,sodium chloride
5979,Y-Baclofen Tab mg,와이바클로펜정밀리그램,바클로펜,baclofen
5980,Y-Sept Tab mg,와이셉트정밀리그램,도네페질염산염일수화물,donepezil
5981,Y-Zaltoprofen Tab,와이잘토프로펜정,잘토프로펜,zaltoprofen
5982,Y-Jet Tab mg,와이젯정밀리그램,아토르바스타틴칼슘,atorvastatin calcium
5983,Wise Combi Inj No.,와이즈콤비주호,L-이소류신,l-isoleucine
5984,Wise Combi Peri Inj No.,와이즈콤비페리주호,L-이소류신,l-isoleucine
5985,Wise TNA Inj,와이즈티엔에이주,포도당일수화물,glucose monohydrate
5986,Y2 Reba Tab,와이투레바정,레바미피드,rebamipide
5987,Y2 Rosuva Tab mg,와이투로수바정밀리그램,로수바스타틴칼슘,rosuvastatin calcium
5988,Y2 Loxo Tab mg,와이투록소정밀리그램,록소프로펜나트륨수화물,loxoprofen
5989,Y2 Met Tab mg,와이투메트정밀리그램,메트포르민염산염,metformin
5990,Y2 Celeceive Cap mg,와이투세레시브캡슐밀리그램,세레콕시브,celecoxib
5991,Y2 Atoro Tab mg,와이투아토로정밀리그램,아토르바스타틴칼슘삼수화물,atorvastatin calcium
5992,Jinyang Ezetimibe Tab,진양에제티미브정,아세트아미노펜,paracetamol
5993,Y2 Esome Tab mg,와이투에스오메정밀리그램,에스오메프라졸마그네슘삼수화물,esomeprazole magnesium
5994,Y2 Fina Tab mg,와이투피나정밀리그램,피나스테리드,finasteride
5995,Yoshicare Tab mg,요시케어정밀리그램,솔리페나신숙신산염,solifenacin succinate
5996,Yondelis Inj mg,욘델리스주사밀리그램,트라벡테딘,trabectedin
5997,Udamba Tab mg,우담바정밀리그램,아토르바스타틴칼슘수화물,atorvastatin calcium
5998,Ursa Cap mg,우루사캡슐밀리그램,우르소데옥시콜산,ursodeoxycholic acid
5999,Ursa Tab mg,우루사정밀리그램,우르소데옥시콜산,ursodeoxycholic acid
6000,Urbi Cap,우르비캡슐,비페닐디메틸디카르복실레이트,biphenyl dimethyl dicarboxylate
6001,Ursel Soft Capsule,우르셀연질캡슐,우르소데옥시콜산,ursodeoxycholic acid
6002,Urideul Varenicline Salicylate Tablet Milligram,우리들바레니클린살리실산염정밀리그램,바레니클린살리실산염,varenicline salicylate
6003,Uriqutan Soft Capsule,우리큐탄연질캡슐,세파클러수화물,cefaclor hydrate
6004,Urimon Tablet,우리몬정,리마프로스트알파덱스,limaprost alfadex
6005,Uriver Capsule,우리버캡슐,비페닐디메틸디카르복실레이트혼합물,biphenyl dimethyl dicarboxylate mixture
6006,Uribix Tablet,우리빅스정,클로피도그렐황산염,clopidogrel sulfate
6007,Uritin Tablet,우리틴정,유리나스타틴,ulinastatin
6008,Woman Cifen Tablet,우먼시펜정,라록시펜염산염,raloxifene
6009,Ubina Capsule,우비나캡슐,비페닐디메틸디카르복실레이트,biphenyl dimethyl dicarboxylate
6010,Ucolic Tablet,우콜릭정,우르소데옥시콜산,ursodeoxycholic acid
6011,Ultra New Semi Tablet,울트라뉴세미정,아세트아미노펜,acetaminophen
6012,Ultra New Tablet,울트라뉴정,아세트아미노펜,acetaminophen
6013,Ultra Max Semi Tablet,울트라맥세미정,트라마돌염산염,tramadol
6014,Ultra Max Tablet,울트라맥정,트라마돌염산염,tramadol
6015,Prejopol MCT Prefilled Injection,프레조폴엠시티프리필드주,이오프로마이드,iopromide
6016,Ultrabeast Duo Injection,울트라비스트듀주사,이오프로마이드,iopromide
6017,Ultracet ER Semi Extended-Release Tablet,울트라셋이알세미서방정,아세트아미노펜,acetaminophen
6018,Ultrasol Injection,울트라솔주,L-트리프토판,l-tryptophan
6019,Ultrafin Semi Tablet,울트라핀세미정,아세트아미노펜,acetaminophen
6020,Ultrafin Tablet,울트라핀정,아세트아미노펜,acetaminophen
6021,Ultrane Extended-Release Tablet,울트란서방정,아세트아미노펜,acetaminophen
6022,Ultrane Semi Tablet,울트란세미정,트라마돌염산염,tramadol
6023,Ultrane Tablet,울트란정,트라마돌염산염,tramadol
6024,Ultrone Extended-Release Tablet,울트론서방정,아세트아미노펜,acetaminophen
6025,Ultfen Semi Extended-Release Tablet,울트펜세미서방정,아세트아미노펜,acetaminophen
6026,Ultfen Tablet,울트펜정,트라마돌염산염,tramadol
6027,Widerset Tablet,위더셋정,아세트아미노펜,acetaminophen
6028,Ungconazole Tablet Milligram,웅코나졸정밀리그램,플루코나졸,fluconazole
6029,Ungconazole Capsule Milligram,웅코나졸캡슐밀리그램,플루코나졸,fluconazole
6030,Wonkwang Amoclavone Tablet Milligram,원광아목클라원정밀리그램,아목시실린수화물,amoxicillin hydrate
6031,Wondersol Injection,원더솔주,L-이소류신,l-isoleucine
6032,Wonderhepa Tablet,원더헤파정,아데포비어디피복실,adefovir dipivoxil
6033,Wonduet Tablet Milligram,원듀엣정밀리그램,아토르바스타틴칼슘수화물,atorvastatin calcium hydrate
6034,Wondron Patch,원드론패취,리바스티그민,rivastigmine
6035,Wonbric Tablet Milligram,원브릭정밀리그램,페북소스타트,febuxostat
6036,Wonsartan Plus Tablet,원살탄플러스정,로사르탄칼륨,losartan
6037,Wonsartan Plus Pro Tablet,원살탄플러스프로정,로사르탄칼륨,losartan
6038,Once Air Chewable Tablet Milligram,원스에어츄정밀리그램,몬테루카스트나트륨,montelukast
6039,Wonclor Capsule Milligram,원클러캡슐밀리그램,세파클러수화물,cefaclor hydrate
6040,Wontaxim Injection Gram,원탁심주그램,세포탁심나트륨,cefotaxime
6041,One Two Steride Soft Capsule,원투스테리드연질캡슐,두타스테리드,dutasteride
6042,One Two Three Injection Solution,원투쓰리주사액,포도당,glucose
6043,Wontracet Tablet,원트라셋정,트라마돌염산염,tramadol
6044,Wonprep 1.38 San,원프렙일점삼팔산,피코설페이트나트륨수화물,sodium picosulfate hydrate
6045,Tamsol Capsule,탐솔캡슐,플루코나졸,fluconazole
6046,Wonpixaban Tablet Milligram,원픽사반정밀리그램,아픽사반(미분화),apixaban (micronized)
6047,Worldpoz Tablet Milligram,월드포지정밀리그램,발사르탄,valsartan
6048,Welldown Tablet,웰다운정,부프로피온염산염,bupropion
6049,Wellmaco Mini Soft Capsule Gram,웰마코미니연질캡슐그램,오메가3산에틸에스테르90,omega-3-acid ethyl esters 90
6050,Wellmaco Soft Capsule,웰마코연질캡슐,오메가-3-산에틸에스테르90,omega-3-acid ethyl esters 90
6051,Wellbutrin SR,웰부트린서방정,부프로피온염산염,bupropion
6052,Wellbutrin XL,웰부트린엑스엘정밀리그램,부프로피온염산염,bupropion
6053,Welboderma SR,웰뷰더마서방정,부프로피온염산염,bupropion
6054,Wel SR,웰서방정,부프로피온염산염,bupropion
6055,Weluro,웰유로정,솔리페나신숙신산염,solifenacin succinate
6056,Wel,웰정,부프로피온염산염,bupropion
6057,Welcon,웰콘정,폴리카르보필칼슘,calcium polycarbophil
6058,Weltra Semi,웰트라세미정,트라마돌염산염,tramadol
6059,Weltron SR,웰트론서방정,염산부프로피온,bupropion
6060,Welpit,웰피트캡슐,플루옥세틴염산염,fluoxetine
6061,Welpit,웰피트캡슐밀리그램,플루옥세틴염산염,fluoxetine
6062,Winaton,위나톤정밀리그램,이토프리드염산염,itopride
6063,Winapro,위나프로정,이르베사르탄,irbesartan
6064,Winnerf A Plus,위너프에이플러스주,포도당일수화물,glucose monohydrate
6065,Winnerf,위너프주,포도당일수화물,glucose monohydrate
6066,Winnerf Peri,위너프페리주,포도당일수화물,glucose monohydrate
6067,Widergood,위더굿구강붕해필름밀리그램,타다라필,tadalafil
6068,Widercef,위더세프캡슐,세파드록실수화물,cefadroxil hydrate
6069,Widers Glimepiride,위더스글리메피리드정,글리메피리드,glimepiride
6070,Widers Doxazosin Mesilate,위더스독사조신메실산염정밀리그램,독사조신메실산염,doxazosin mesilate
6071,Yuhan Lafutidine,유한라푸티딘정밀리그램,라푸티딘,lafutidine
6072,Widers Risedronate,위더스리세드론산정,리세드론산나트륨,risedronate
6073,Widers Metibone,위더스메치본정,메틸프레드니솔론,methylprednisolone
6074,Widers Cefradine,위더스세프라딘캡슐밀리그램,세프라딘수화물,cefradine hydrate
6075,Widers Cefixime,위더스세픽심캡슐밀리그램,세픽심수화물,cefixime hydrate
6076,Widers Cilnidipine,위더스실니디핀정밀리그램,실니디핀,cilnidipine
6077,Cho-A Famotidine,조아파모티딘정,파모티딘,famotidine
6078,Widers Famciclovir,위더스팜시클로버정밀리그램,팜시클로비르,famciclovir
6079,Widercox,위더콕스캡슐밀리그램,세레콕시브,celecoxib
6080,Widerpezil,위더페질정밀리그램,도네페질염산염수화물,donepezil hydrate
6081,Widerpentin,위더펜틴캡슐밀리그램,가바펜틴,gabapentin
6082,Wid-D,위드디정,라니티딘염산염,ranitidine
6083,Wid-A,위드에이정밀리그램,라푸티딘,lafutidine
6084,Widpozzy,위드포지정밀리그램,발사르탄,valsartan
6085,Widiang Duo,위디앙듀오정밀리그램,엠파글리플로진,empagliflozin
6086,Widiang,위디앙정밀리그램,엠파글리플로진,empagliflozin
6087,Wilanton,위란톤캡슐,란소프라졸과립,lansoprazole granules
6088,Wirelto,위렐토정밀리그램,리바록사반(미분화),rivaroxaban (micronized)
6089,Wimaco,위마코연질캡슐,오메가-3-산에틸에스테르90,omega-3-acid ethyl esters 90
6090,Wimezol,위메졸정밀리그램,에스오메프라졸마그네슘삼수화물,esomeprazole magnesium trihydrate
6091,Wimethan,위메탄정밀리그램,올메사르탄메독소밀,olmesartan medoxomil
6092,Wimotin,위모틴정,모사프리드시트르산염수화물,mosapride citrate hydrate
6093,Witudi,위투디정,비스무트시트르산염칼륨,bismuth citrate
6094,Wivis,위비스정,라니티딘염산염,ranitidine
6095,Wivix,위빅스정,라니티딘염산염,ranitidine
6096,Wisubi,위수비정,라니티딘염산염,ranitidine
6097,Wichiro,위치로정밀리그램,타다라필,tadalafil
6098,Wicap,위캡정밀리그램,펙수프라잔염산염,fexuprazan
6099,Wicu,위큐정,라니티딘염산염,ranitidine
6100,Witopanib,위토파닙정밀리그램,토파시티닙아스파르트산염,tofacitinib aspartate
6101,Witu-jeong,위투정,라니티딘염산염,ranitidine
6102,Wipenseu-jeong,위펜스정,라니티딘염산염,ranitidine
6103,Wipurojil-jeong,위프로질정,세프프로질수화물,cefprozil
6104,Wipusin-jeong,위프신정,시프로플록사신염산염,ciprofloxacin
6105,Wipina-jeong,위피나정,피나스테리드,finasteride
6106,Wipideu-jeong milligram,위피드정밀리그램,레바미피드,rebamipide
6107,Wingeulli-em-jeong milligram,윈글리엠정밀리그램,글리메피리드,glimepiride
6108,Winrika-kaepsyul milligram,윈리카캡슐밀리그램,프레가발린,pregabalin
6109,Winbarakeu-jeong milligram,윈바라크정밀리그램,엔테카비르,entecavir
6110,Wintonel-jeong,윈토넬정,리세드론산나트륨,risedronate
6111,Wintonelpeulluseu-jeong,윈토넬플러스정,리세드론산나트륨2.5수화물,risedronate
6112,Wintral-ekseuel-jeong,윈트랄엑스엘정,알푸조신염산염,alfuzosin
6113,Wilpidin-jeong,윌피딘정,시메티딘,cimetidine
6114,Wipseu-jeong milligram,윕스정밀리그램,타다라필,tadalafil
6115,Yugain-jeong,유가인정,옥틸로늄브롬화물,otilonium bromide
6116,Yugain-jeong milligram,유가인정밀리그램,옥틸로늄브롬화물,otilonium bromide
6117,Yugeurel-jeong,유그렐정,클로피도그렐황산염,clopidogrel sulfate
6118,Yugeullekseu-jeong milligram,유글렉스정밀리그램,글리메피리드,glimepiride
6119,Yugeulli-jeong milligram,유글리정밀리그램,메트포르민염산염,metformin
6120,Yunaseukeu-jeong,유나스크정,암로디핀베실산염,amlodipine besilate
6121,Yunasin-jusa,유나신주사,설박탐나트륨,sulbactam
6122,Yunajaltan-jeong milligram,유나잘탄정밀리그램,발사르탄,valsartan
6123,Yunajol-kaepsyul,유나졸캡슐,플루코나졸,fluconazole
6124,Yunakeeo-jeong,유나케어정,솔리페나신숙신산염,solifenacin succinate
6125,Yunapia-jeong,유나피아정,피나스테리드,finasteride
6126,Yunigeura-jeong milligram,유니그라정밀리그램,실데나필시트르산염,sildenafil citrate
6127,Yunigeurelssial-jeong milligram,유니그렐씨알정밀리그램,사르포그렐레이트염산염,sarpogrelate
6128,Yunigeuril-jeong,유니그릴정,사르포그렐레이트염산염,sarpogrelate
6129,Yuninekol-jeong,유니네콜정,베타네콜염화물,bethanechol chloride
6130,Yunidip-jeong,유니딥정,황산네틸마이신,netilmicin sulfate
6131,Yunideksa-ju,유니덱사주,덱사메타손포스페이트이나트륨,dexamethasone phosphate
6132,Yunirabep-jeong milligram,유니라베프정밀리그램,라베프라졸나트륨,rabeprazole
6133,Yunireoji-jeong,유니러지정,에피나스틴염산염,epinastine
6134,Yunirebo-jeong,유니레보정,레보플록사신수화물,levofloxacin
6135,Yunirodin-jeong milligram,유니로딘정밀리그램,엘주석산톨터로딘,tolterodine l-tartrate
